Rank,Name,Publisher,Developer,Platform,Release_date,Genre,Sales_NA,Sales_PAL,Sales_JP,Sales_Other,Sales_Globe
17298,Airline Tycoon,Monte Christo Multimedia,Spellbound Entertainment,PC,2001,Simulation,,0.01,,0.0,0.02
17299,Lost: Via Domus,Ubisoft,Ubisoft Montreal,PC,2008,Action,,0.01,,0.0,0.02
17300,The Incredibles: Rise of the Underminer,THQ,Heavy Iron Studios,PC,2005,Platform,0.01,,,0.0,0.02
17301,Busou Renkin: Youkoso Papillon Park e,Marvelous Interactive,Marvelous Interactive,PS2,2007,Action,,,0.02,,0.02
17302,Ore wa Shoujo Mangaka,Giza10,Giza10,PSP,2012,Visual Novel,,,0.02,,0.02
17303,Puyo Puyo Tetris,Sega,Sonic Team,WiiU,2014,Puzzle,,,0.02,,0.02
17304,Unreal Tournament 2004,Atari,Epic Games,PC,2004,Shooter,,0.02,,0.0,0.02
17305,Exhibition Volume 6,Microsoft,Various,XB,2004,Misc,0.01,0.0,,0.0,0.02
17306,Hyakka Yakou,Idea Factory,Otomate,PSV,2015,Visual Novel,,,0.02,,0.02
17307,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Sega,Sega,DS,2008,Misc,,,0.02,,0.02
17308,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,Disney Interactive Studios,Disney Interactive Studios,DS,2011,Misc,,,0.02,,0.02
17309,Elven Legacy Collection,Paradox Interactive,1C:Ino-Co,PC,2010,Strategy,,0.01,,0.0,0.02
17310,The Longest Journey,Funcom,Funcom,PC,2000,Adventure,,0.01,,0.0,0.02
17311,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,Prototype,Prototype,PSV,2014,Adventure,,,0.02,,0.02
17312,Valentino Rossi: The Game,Namco Bandai Games,Milestone S.r.l.,PC,2016,Racing,,0.02,,0.0,0.02
17313,Pirates PlundArrr,Majesco,Boomzap,Wii,2010,Action,0.02,,,0.0,0.02
17314,Winning Post 8 2016,Tecmo Koei,Koei Tecmo Games,PSV,2016,Simulation,,,0.02,,0.02
17315,Disciples III: Renaissance,Kalypso,Akella,PC,2010,Strategy,,0.01,,0.0,0.02
17316,Kao the Kangaroo Round 2,Atari,Tate Interactive,GC,2006,Platform,0.01,0.0,,0.0,0.02
17317,The Dark Hills of Cherai,Big Fish Games,ChaYoWo Games,PC,2009,Puzzle,,0.01,,0.0,0.02
17318,Sarah: Keeper of the Unicorn,DreamCatcher Interactive,Tivola,DS,2009,Adventure,0.01,,,0.0,0.02
17319,Zoey 101: Field Trip Fiasco,THQ,THQ,DS,2007,Action,0.02,,,0.0,0.02
17320,Battle Spirits: Hero's Soul,Namco Bandai,Bandai Namco Games,PSP,2010,Role-Playing,,,0.02,,0.02
17321,Dragon Star Varnir,Compile Heart,Compile Heart,PS4,2019,Role-Playing,,,0.02,,0.02
17322,Dream C Club: GoGo.,D3Publisher,D3 Publisher,PS3,2014,Simulation,,,0.02,,0.02
17323,Marvel Superheroes 3D: Grandmaster's Challenge,Neko Entertainment,Bigben Interactive,Wii,2010,Action,,0.01,,0.0,0.02
17324,Usavichi: Game no Jikan,Bandai,Bandai Namco Games,DS,2011,Action,,,0.02,,0.02
17325,Pachi-Slot Higrashi no Naku Koro ni Matsuri,Alchemist,Alchemist,PS2,2010,Misc,,,0.02,,0.02
17326,Touhou Genso Wanderer Reloaded,NIS America,AQUA STYLE,PS4,2018,Role-Playing,0.01,,,0.0,0.02
17327,Otona no Renai Shousetsu: Harlequin Selection,Nintendo,Nintendo,DS,2010,Misc,,,0.02,,0.02
17328,Dark Void,Capcom,Airtight Games,PC,2010,Action,,0.01,,0.0,0.02
17329,Fortnite,Epic Games,Epic Games,PC,2017,Action,,0.02,,0.0,0.02
17330,W.L.O. Sekai Renai Kikousen,5pb,AKABEi SOFT2,X360,2010,Adventure,,,0.02,,0.02
17331,White Album 2: Shiawase no Mukougawa,Aqua Plus,Aqua Plus,PSV,2013,Visual Novel,,,0.02,,0.02
17332,Final Fantasy XI: All-In-One Pack 2006,Square Enix,Square Enix,X360,2006,Role-Playing,,,0.02,,0.02
17333,Hiiro no Kakera: Omoi Iro no Kioku,Idea Factory,Idea Factory,PSV,2017,Adventure,,,0.02,,0.02
17334,Torment: Tides of Numen̩ra,inXile Entertainment,InXile Entertainment,PC,2017,Role-Playing,,0.02,,0.0,0.02
17335,Tour de France 2018,Focus Home Interactive,Cyanide Studio,PS4,2018,Simulation,,0.01,,0.0,0.02
17336,Joint Operations: Combined Arms,NovaLogic,NovaLogic,PC,2009,Shooter,0.01,,,0.0,0.02
17337,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,Nintendo,Nintendo,3DS,2015,Misc,,,0.02,,0.02
17338,Fallen Legion: Rise to Glory,NIS America,Unknown,NS,2018,Role-Playing,0.01,,,0.0,0.02
17339,Total War Attila: Tyrants & Kings,Koch Media,Creative Assembly,PC,2016,Strategy,,0.02,,0.0,0.02
17340,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Alvion,Alvion Inc.,DS,2010,Misc,,,0.02,,0.02
17341,Winning Post 7: Maximum 2007,KOEI,Koei,PS3,2007,Sports,,,0.02,,0.02
17342,DJ Star,Deep Silver,Deep Silver,DS,2009,Misc,0.01,0.0,,0.0,0.02
17343,The Sims 4: Luxury Party Stuff,Electronic Arts,The Sims Studio,PC,2015,Simulation,,0.02,,0.0,0.02
17344,Dragon Booster,Konami,Konami Computer Entertainment Hawaii,DS,2005,Shooter,0.02,0.0,,0.0,0.02
17345,Storm Lover 2nd,D3Publisher,Vridge Inc.,PSP,2013,Visual Novel,,,0.02,,0.02
17346,Mario vs. Donkey Kong: Tipping Stars,Nintendo,Nintendo Software Technology Corporation,WiiU,2015,Puzzle,,,0.02,,0.02
17347,Nights of Azure 2,Tecmo Koei,Gust,PSV,2017,Action,,,0.02,,0.02
17348,Arcana Famiglia 2,Comfort,HuneX,PSP,2013,Visual Novel,,,0.02,,0.02
17349,Ratchet & Clank Collection,Sony Computer Entertainment,Mass Media,PSV,2014,Platform,,0.01,,0.0,0.02
17350,Two Worlds,SouthPeak Interactive,Reality Pump,PC,2007,Role-Playing,,0.02,,,0.02
17351,Nil Admirari no Tenbin: Kuroyuri En'youtan,Idea Factory,Idea Factory,PSV,2017,Adventure,,,0.02,,0.02
17352,PDC World Championship Darts 2008,Unknown,Oxygen Interactive,DS,N/A,Sports,0.01,,,0.0,0.02
17353,Shinkyoku Soukai Polyphonica,Prototype,Visual Arts,PS2,2007,Adventure,,,0.02,,0.02
17354,Rugby World Cup 2015,Big Ben Interactive,HB Studios,PSV,2015,Sports,,0.01,,0.0,0.02
17355,San Goku Shi DS 2,KOEI,Koei,DS,2007,Strategy,,,0.02,,0.02
17356,Shin Sangoku Musou Online: Souten Ranbu,Tecmo Koei,Tecmo Koei Games,PS3,2010,Action,,,0.02,,0.02
17357,Majesty 2: The Fantasy Kingdom Sim,Paradox Interactive,Ino-Co / 1C Company,PC,2009,Strategy,0.01,,,0.0,0.02
17358,V-Rally 3,Atari,Eden Studios,XB,2003,Racing,0.01,0.0,,0.0,0.02
17359,Dead to Rights,Namco,Torus Games,GBA,2004,Shooter,0.01,0.0,,0.0,0.02
17360,Full House Kiss 2,Capcom,Tenky,PS2,2006,Adventure,,,0.02,,0.02
17361,Thunder Force VI,Sega,"TechnoSoft Co., Ltd.",PS2,2008,Shooter,,,0.02,,0.02
17362,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Paon,Paon Corporation,PSP,2010,Misc,,,0.02,,0.02
17363,Dinotopia: The Sunstone Odyssey,TDK Mediactive,Vicious Cycle,GC,2003,Action,0.01,0.0,,0.0,0.02
17364,SpongeBob: HeroPants,Activision,Behaviour Interactive,PSV,2015,Action-Adventure,0.01,0.0,,0.0,0.02
17365,PachiPara 3D,Irem Software Engineering,Irem Software Engineering,3DS,2011,Misc,,,0.02,,0.02
17366,Meiji Toukyou Renka: Twilight Kiss,Broccoli,Unknown,PSP,2015,Action,,,0.02,,0.02
17367,Senran Kagura: Peach and Reflexions Limited Double Pack,Marvelous,Marvelous,NS,2018,Misc,,,0.02,,0.02
17368,LEGO Star Wars: The Video Game,Eidos Interactive,Traveller's Tales,PC,2005,Action,,0.01,,0.0,0.02
17369,Worms World Party,Titus,Team17 Software,PC,2001,Strategy,,0.01,,0.0,0.02
17370,Earth Defense Force 2017 (old JP sales),D3 Publisher,Sandlot,X360,2007,Shooter,,,0.02,,0.02
17371,Gummy Bears Magical Medallion,Storm City Games,Storm City Games,Wii,2011,Platform,0.01,,,0.0,0.02
17372,Sengoku Hime: Senran ni Mau Otometachi,Yeti,Yeti,PS2,2009,Adventure,,,0.02,,0.02
17373,GTI Club: Supermini Festa!,Konami,Konami,Wii,2010,Racing,0.01,,0.0,0.0,0.02
17374,The Inner World: The Last Wind Monk,Kalypso Media,Studio Fizbin,XOne,2017,Puzzle,0.01,,,0.0,0.02
17375,Stronghold Legends,2K Games,FireFly Studios,PC,2006,Strategy,,0.01,,0.0,0.02
17376,Monster Trux Offroad,Bold Games,Data Design Interactive,Wii,2007,Racing,0.01,0.0,,0.0,0.02
17377,Space Hulk: Deathwing,Focus Home Interactive,Cyanide Studio,PS4,2017,Shooter,,0.01,,0.0,0.02
17378,Mission: Impossible - Operation Surma,Atari,Paradigm Entertainment,GC,2004,Action,0.01,0.0,,0.0,0.02
17379,Romance of the Three Kingdoms XII,Tecmo Koei,Tecmo Koei Games,WiiU,2012,Strategy,,,0.02,,0.02
17380,Sora no Otoshimono Forte: Dreamy Season,Kadokawa Shoten,Kadokawa Shoten,DS,2011,Adventure,,,0.02,,0.02
17381,Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,FuRyu Corporation,FuRyu,3DS,2018,Strategy,,,0.02,,0.02
17382,Hiiro no Kakera Portable,Idea Factory,Idea Factory,PSP,2008,Adventure,,,0.02,,0.02
17383,Trigger Man,Crave Entertainment,Point of View,GC,2004,Shooter,0.01,0.0,,0.0,0.02
17384,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Takara Tomy,Takara Tomy,DS,2006,Action,,,0.02,,0.02
17385,Antz Extreme Racing,Empire Interactive,Supersonic Software,XB,2002,Racing,0.01,0.0,,0.0,0.02
17386,Marginal #4: Idol of Supernova,Idea Factory,Idea Factory,PSV,2014,Adventure,,,0.02,,0.02
17387,The Technomancer,Focus Home Interactive,Spiders,PC,2016,Role-Playing,,0.01,,0.0,0.02
17388,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",ASCII Media Works,ASCII Media Works,PS2,2008,Adventure,,,0.02,,0.02
17389,Jet Impulse,Unknown,Nintendo,DS,N/A,Simulation,,,0.02,,0.02
17390,Triggerheart Exelica,Warashi,Warashi Inc.,DC,2007,Shooter,,,0.02,,0.02
17391,Rewrite,Prototype,Key,PSV,2014,Adventure,,,0.02,,0.02
17392,Assetto Corsa,505 Games,Kunos Simulazioni,XOne,2016,Racing,,0.01,,0.0,0.02
17393,Games Explosion!,THQ,FrontLine Studios,GBA,2006,Action,0.01,0.0,,0.0,0.02
17394,Pharaonic,Soedesco,Milkstone Studios,PS4,2017,Action,0.01,,,0.0,0.02
17395,Tennis no Oji-Sama: Card Hunter,Konami,WinkySoft,PS2,2007,Strategy,,,0.02,,0.02
17396,GRIP: Combat Racing,U&I Entertainment,Caged Element,NS,2018,Racing,0.01,,,0.0,0.02
17397,Night Wizard the Video Game: Denial of the World,5pb,5pb. Games,PS2,2008,Adventure,,,0.02,,0.02
17398,Portable Island: Tenohira Resort,Namco Bandai,Bandai Namco Games,PSP,2006,Simulation,,,0.02,,0.02
17399,Sengoku Efuda Yuugi: Hototogisu Ran,Irem Software Engineering,Irem Software Engineering,PSP,2008,Misc,,,0.02,,0.02
17400,WRC 6,PQube,Bigben Interactive,PC,2016,Racing,,0.01,,0.0,0.02
17401,Enemy Territory: Quake Wars,Activision,Splash Damage,PC,2007,Shooter,0.01,0.0,,0.0,0.02
17402,Tokyo Friend Park II DS,Rocket Company,Rocket Company,DS,2006,Misc,,,0.02,,0.02
17403,Adventure Time: The Secret of the Nameless,Little Orbit,Way Forward Technologies,3DS,2014,Action-Adventure,0.01,,,0.0,0.02
17404,Hitotsu Tobashi Renai V,Kaga Create,Alchemist,PSV,2015,Adventure,,,0.02,,0.02
17405,Kao the Kangaroo Round 2,Atari,Tate Interactive,PS2,2006,Platform,0.01,0.01,,0.0,0.02
17406,Star Trek: Legacy,Bethesda Softworks,Mad Doc Software,PC,2006,Simulation,,0.01,,0.0,0.02
17407,Robopon 2: Ring Version,Atlus,RED Entertainment,GBA,2002,Role-Playing,0.01,0.0,,0.0,0.02
17408,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Idea Factory,Idea Factory,PSP,2010,Adventure,,,0.02,,0.02
17409,Le Tour de France 2017,Focus Home Interactive,Cyanide Studio,XOne,2017,Simulation,,0.01,,0.0,0.02
17410,Dragon Tales: Dragon Adventures,NewKidCo,Handheld Games,GBA,2004,Platform,0.01,0.0,,0.0,0.02
17411,Dream Dancer,Unknown,Unknown,DS,N/A,Misc,0.01,,,0.0,0.02
17412,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,System Soft,System Soft Alpha,PSP,2008,Adventure,,,0.02,,0.02
17413,Powerbike,Majesco,Tornado Studios,DS,2009,Racing,0.01,,,0.0,0.02
17414,Tokyo Clanpool,Compile Heart,Compile Heart,PSV,2017,Role-Playing,,,0.02,,0.02
17415,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Gust,Gust,PSP,2011,Role-Playing,,,0.02,,0.02
17416,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Starfish,Starfish SD,DS,2010,Role-Playing,,,0.02,,0.02
17417,Gaku * Ou: The Royal Seven Stars + Meteor,Alchemist,Lump of Sugar,PSP,2013,Visual Novel,,,0.02,,0.02
17418,Online Chess Kingdoms,Konami,Konami,PSP,2006,Misc,0.01,,,0.0,0.02
17419,Rayman 10th Anniversary,Ubisoft,Ubisoft,GBA,2005,Platform,0.01,0.0,,0.0,0.02
17420,Achtung Panzer: Kharkov 1943,Paradox Interactive,Paradox Interactive,PC,2010,Strategy,,0.01,,0.0,0.02
17421,Crayola Scoot,Outright Games,Outright Games,XOne,2018,Sports,0.01,,,0.0,0.02
17422,Dance! It's Your Stage,Unknown,Sproing Interactive Media GMBH,Wii,N/A,Misc,,0.01,,0.0,0.02
17423,RollerCoaster Tycoon: Gold Edition,Infogrames,Infogrames,PC,2002,Strategy,0.01,,,0.0,0.02
17424,Gears of War,Microsoft Game Studios,Epic Games,PC,2007,Shooter,0.0,0.01,,0.0,0.02
17425,Lock's Quest,THQ Nordic,5TH Cell,XOne,2017,Strategy,0.01,,,0.0,0.02
17426,White Day: A Labyrinth Named School (2017),PQube,ROIGAMES Inc.,PS4,2017,Action,,0.01,0.01,0.0,0.02
17427,Race Driver: Create & Race,Codemasters,Firebrand Games,DS,2007,Racing,0.01,0.0,,0.0,0.02
17428,Storm Lover Kai!!,D3Publisher,Vridge Inc.,PSP,2012,Visual Novel,,,0.02,,0.02
17429,Minna to Issho,Sony Computer Entertainment,Sony Computer Entertainment,PSV,2011,Misc,,,0.02,,0.02
17430,Nurarihyon no Mago: Hyakki Ryouran Taisen,Konami,Konami,PS3,2011,Fighting,,,0.02,,0.02
17431,LEGO Star Wars II: The Original Trilogy,LucasArts,Traveller's Tales,PC,2006,Action,,0.01,,0.0,0.02
17432,A Vampyre Story,The Adventure Company,Autumn Moon Entertainment,PC,2008,Adventure,,0.01,,0.0,0.02
17433,Enkaku Sousa: Sana e no 23 Hiai,Sony Computer Entertainment,Media.Vision,PSP,2009,Adventure,,,0.02,,0.02
17434,Hummer Badlands,Global Star Software,Eutechnyx,XB,2006,Racing,0.01,0.0,,0.0,0.02
17435,Syberia II,The Adventure Company,Microids,PC,2004,Adventure,,0.01,,0.0,0.02
17436,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Takara Tomy,Takara Tomy,DS,2008,Action,,,0.02,,0.02
17437,Majesty 2 Collection,Paradox Interactive,1C:Ino-Co,PC,2011,Strategy,,0.01,,0.0,0.02
17438,Iron Soldier 3,Vatical Entertainment,Eclipse Software,PS,2000,Simulation,0.01,0.01,,0.0,0.02
17439,Oyaku de Asoberu DS Ehon: Ukkari Penelope,Tecmo,Tecmo,DS,2008,Simulation,,,0.02,,0.02
17440,SNK Heroines Tag Team Frenzy,NIS America,SNK Corporation,PS4,2018,Fighting,,,0.02,,0.02
17441,Durarara!! Relay,Kadokawa Games,Unknown,PSV,2015,Action,,,0.02,,0.02
17442,Post Mortem,The Adventure Company,Microids,PC,2003,Adventure,,0.01,,0.0,0.02
17443,Sniper Elite,Namco,Rebellion Developments,PC,2005,Shooter,,0.01,,0.0,0.02
17444,UNO 52,DSI Games,Black Lantern Studios,DS,2006,Misc,0.01,,,0.0,0.02
17445,Tiger & Bunny: Hero's Day,D3Publisher,D3Publisher,PSP,2013,Visual Novel,,,0.02,,0.02
17446,Tokyo Tattoo Girls,NIS America,Sushi Typhoon Games,PSV,2017,Strategy,0.01,,,0.0,0.02
17447,Dakar 18,Deep Silver,Bigmoon Entertainment,XOne,2018,Racing,0.01,,,0.0,0.02
17448,Wall-E,THQ,Heavy Iron Studios,PC,2008,Platform,,0.01,,0.0,0.02
17449,War for the Overworld,Unknown,Unknown,PC,2015,Misc,,0.01,,0.0,0.02
17450,Accel World: Kasoku no Chouten,Namco Bandai Games,Bandai Namco Games,PS3,2013,Adventure,,,0.02,,0.02
17451,Pachinko Kaou: Misora Hibari,Hackberry,Hack Berry,PS2,2007,Misc,,,0.02,,0.02
17452,Poupee Girl DS,Alvion,Alvion Inc.,DS,2009,Misc,,,0.02,,0.02
17453,DuckTales: Remastered,Capcom,WayForward,PC,2013,Platform,,0.01,,0.0,0.02
17454,Harukanaru Toki no Naka de 6: Gentou Rondo,Tecmo Koei,Unknown,PSV,2016,Adventure,,,0.02,,0.02
17455,Rapala Fishing Pro Series,GameMill Entertainment,"Concrete Software, Inc.",NS,2018,Simulation,0.01,,,0.0,0.02
17456,Choro Q,Atlus,Takara,PS2,2004,Racing,0.01,0.01,,0.0,0.02
17457,Just Cause,Eidos Interactive,Avalanche Studios,PS2,2006,Action,0.01,0.01,,0.0,0.02
17458,Colin McRae Rally 2005,Codemasters,Codemasters,PC,2004,Racing,,0.01,,0.0,0.02
17459,Germany's Next Topmodel 2011,7G//AMES,SevenOne Intermedia GmbH,DS,2011,Simulation,,0.01,,0.0,0.02
17460,Narcissus: Moshimo Ashita ga Runara,Kadokawa Shoten,Kadokawa Shoten,PSP,2010,Adventure,,,0.02,,0.02
17461,Truck Racer,Nordic Games,Brain in a Jar,Wii,2009,Racing,,0.01,,0.0,0.02
17462,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Namco Bandai Games,Unknown,PSV,2015,Action,,,0.02,,0.02
17463,Persona Dancing: Deluxe Twin Plus,Atlus,Atlus,PSV,2018,Music,,,0.02,,0.02
17464,IHRA Drag Racing: Sportsman Edition,Bethesda Softworks,Bethesda Softworks,XB,2006,Racing,0.01,0.0,,0.0,0.02
17465,"Sharin no Kuni, Himawari no Shoujo",5pb,5pb. Games,X360,2010,Visual Novel,,,0.02,,0.02
17466,Drone Tactics,Atlus,Success,DS,2008,Strategy,0.01,,,0.0,0.02
17467,I Love Horses: Rider's Paradise,Destineer,Destineer,Wii,2010,Simulation,0.01,,,0.0,0.02
17468,Simple DS Series Vol. 42: The Haioku Byoutou,D3 Publisher,Intense,DS,2008,Adventure,,,0.02,,0.02
17469,So-Ra-No-Wo-To: Otome no Gojuusou,Compile Heart,Compile Heart,PSP,2010,Adventure,,,0.02,,0.02
17470,Technic Beat,Mastiff,Arika,PS2,2004,Misc,0.01,0.01,,0.0,0.02
17471,Football Academy,EA Sports,Electronic Arts,DS,2009,Sports,,0.01,,0.0,0.02
17472,FIFA Soccer 08,EA Sports,EA Canada,PC,2007,Sports,,0.01,,0.0,0.02
17473,Football Manager 2007,Sega,Sports Interactive,X360,2006,Sports,,0.01,,0.0,0.02
17474,Pioneer no Banshou,Idea Factory,Idea Factory,PSV,2018,Visual Novel,,,0.02,,0.02
17475,Hanayamata: Yosakoi Live,Namco Bandai Games,Namco Bandai Games,PSV,2014,Adventure,,,0.02,,0.02
17476,WRC 5: FIA World Rally Championship,Bigben Interactive,Kylotonn Entertainment,XOne,2015,Racing,,0.01,,0.0,0.02
17477,Yume Neko DS,Sega,Sega,DS,2008,Simulation,,,0.02,,0.02
17478,Dream C Club,D3Publisher,Unknown,PS3,2012,Misc,,,0.02,,0.02
17479,SBK Superbike World Championship,Conspiracy Entertainment,Milestone,PS2,2009,Racing,0.01,0.01,,0.0,0.02
17480,Yoku's Island Express,Villa Gorilla,Villa Gorilla,XOne,2018,Action,0.01,,,0.0,0.02
17481,Memories Off 6: Next Relation,5pb,5pb. Games,PS2,2009,Adventure,,,0.02,,0.02
17482,Scared Rider Xechs,RED Entertainment,RED Entertainment,PS2,2010,Adventure,,,0.02,,0.02
17483,Contrast,Focus Home Interactive,Unknown,PC,2013,Misc,,0.01,,0.0,0.02
17484,Motorsport Manager (2017),Sega,Playsport Games,PC,2017,Simulation,,0.01,,0.0,0.02
17485,Vitamin X: Detective B6,D3Publisher,Unknown,PSP,2012,Misc,,,0.02,,0.02
17486,Misshitsu no Sacrifice,D3 Publisher,Intense,PSP,2010,Adventure,,,0.02,,0.02
17487,Ouran Koukou Host Bu,Idea Factory,Idea Factory,PS2,2007,Adventure,,,0.02,,0.02
17488,Lotus Challenge,Ignition Entertainment,Kuju Entertainment,GC,2004,Racing,0.01,0.0,,0.0,0.02
17489,Grisaia no Kajitsu: Side Episode,Prototype,Prototype,PSV,2017,Adventure,,,0.02,,0.02
17490,Penguins of Madagascar,Little Orbit,Little Orbit,Wii,2014,Action-Adventure,0.0,0.01,,0.0,0.02
17491,Dragon Quest X: All in One Package Ver.1-4,Square Enix,Square Enix,PS4,2018,MMO,,,0.01,,0.01
17492,Chameleon: To Dye For!,UFO Interactive,Starfish,DS,2007,Puzzle,0.01,,,0.0,0.01
17493,Dragon Zakura DS,Electronic Arts,EA Japan Studio,DS,2007,Misc,,,0.01,,0.01
17494,Rugby League Live 3,Tru Blu Entertainment,Big Ant Studios,PS3,2015,Sports,,0.01,,0.0,0.01
17495,Sora no Otoshimono: DokiDoki Summer Vacation,Kadokawa Shoten,Kadokawa Shoten,PSP,2010,Adventure,,,0.01,,0.01
17496,Blackthorne,Blizzard Entertainment,Mass Media,GBA,2003,Action,0.01,0.0,,0.0,0.01
17497,DokuSui: DokiDoki Suikoden,Irem Software Engineering,Silicon Studio,PSP,2011,Role-Playing,,,0.01,,0.01
17498,Shinseiki Evangelion: Battle Orchestra Portable,Broccoli,Headlock,PSP,2009,Fighting,,,0.01,,0.01
17499,BlazBlue: Continuum Shift EXTEND,Arc System Works,Arc System Works,PSP,2012,Fighting,,,0.01,,0.01
17500,Bomberman (jp sales),Konami,Hudson Soft,PSP,2006,Puzzle,,,0.01,,0.01
17501,S.Y.K: Shinsetsu Saiyuuki,Idea Factory,Idea Factory,PS2,2009,Adventure,,,0.01,,0.01
17502,Military History: Commander - Europe at War,Slitherine Software,Impressionware SRL,DS,2009,Strategy,,0.01,,0.0,0.01
17503,Worldwide Soccer Manager 2006,Sega,Sports Interactive,PC,2005,Sports,,0.01,,0.0,0.01
17504,Black Cat,Capcom,Capcom,PS2,2006,Action,,,0.01,,0.01
17505,Fast Racing Neo,Shin'en,Shin'en,WiiU,2015,Racing,,0.01,,0.0,0.01
17506,Evil Genius,VU Games,Elixir Studios,PC,2004,Strategy,,0.01,,0.0,0.01
17507,Smart Kid's Mega Game Mix,UFO Interactive,Starfish Inc.,DS,2009,Misc,0.01,,,0.0,0.01
17508,Space Invaders Revolution,Mastiff,Taito Corporation,DS,2005,Shooter,0.01,0.0,,0.0,0.01
17509,Wiffle Ball Advance,"Destination Software, Inc",Skyworks Technologies,DS,2007,Sports,0.01,,,0.0,0.01
17510,GRIP: Combat Racing,U&I Entertainment,Caged Element,PS4,2018,Racing,0.01,,,0.0,0.01
17511,Impossible Creatures,Microsoft Game Studios,Relic,PC,2002,Strategy,,0.01,,0.0,0.01
17512,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,Unknown,Logic Korea,DS,2011,Role-Playing,,,0.01,,0.01
17513,Tekken 7,Namco Bandai Games,Namco Bandai Games,PC,2017,Fighting,,0.01,,0.0,0.01
17514,Imperium Romanum,SouthPeak Interactive,Haemimont Games,PC,2008,Strategy,,0.01,,0.0,0.01
17515,Wand of Fortune: Mirai e no Prologue Portable,Idea Factory,Idea Factory,PSP,2010,Adventure,,,0.01,,0.01
17516,Harukanaru Toki no Naka de Ultimate,Koei Tecmo,Koei Tecmo Games,PSV,2018,Visual Novel,,,0.01,,0.01
17517,Secret Game Portable,Yeti,Regista,PSP,2010,Adventure,,,0.01,,0.01
17518,Sengoku Hime: Senran ni Mau Otometachi,Yeti,Yeti,PSP,2009,Adventure,,,0.01,,0.01
17519,Kimi no Yuusha,SNK Playmore,SNK Playmore Corporation,DS,2008,Role-Playing,,,0.01,,0.01
17520,The Peanuts Movie: Snoopy's Grand Adventure,Activision,Behaviour Interactive,X360,2015,Platform,,0.01,,0.0,0.01
17521,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),Ubisoft,Ubisoft Paris,X360,2006,Shooter,,,0.01,,0.01
17522,Nobunaga no Yabou Online: Houou no Shou,Tecmo Koei,Unknown,PS3,2012,Misc,,,0.01,,0.01
17523,Postman Pat: Special Delivery Service,GSP,Uacari,DS,2009,Misc,,0.01,,0.0,0.01
17524,Cosmetic Paradise: Make no Kiseki,Global A Entertainment,Global A Entertainment,DS,2008,Misc,,,0.01,,0.01
17525,Musynx,PM Studios,PM Studios,NS,2018,Music,0.01,,,0.0,0.01
17526,Nobunaga no Yabou DS,KOEI,Koei,DS,2006,Strategy,,,0.01,,0.01
17527,The Dwarves,THQ Nordic,KING Art Games,PC,2016,Role-Playing,,0.01,,0.0,0.01
17528,VOEZ,PM Studios,Rayark Inc.,NS,2018,Music,0.01,,0.01,0.0,0.01
17529,Banner Saga Trilogy,Gearbox Software,Stoic Studio,NS,2018,Role-Playing,0.01,,,0.0,0.01
17530,Command & Conquer 4: Tiberian Twilight,Electronic Arts,EA Los Angeles,PC,2010,Strategy,,0.01,,0.0,0.01
17531,Wand of Fortune Portable,Idea Factory,Idea Factory,PSP,2010,Adventure,,,0.01,,0.01
17532,Kurogane Kaikitan,Minato Station,Minato Station,PSV,2015,Adventure,,,0.01,,0.01
17533,Ninja Gaiden Sigma 2,Tecmo Koei,Unknown,PSV,2013,Misc,,0.0,0.01,0.0,0.01
17534,Construction Simulator 2015,Unknown,Unknown,PC,2014,Action,,0.01,,0.0,0.01
17535,Hana Oboro: Sengoku Denranki,Idea Factory,Unknown,PSV,2017,Adventure,,,0.01,,0.01
17536,Winter Sports 3: The Great Tournament,Zoo Games,49Games,X360,2011,Sports,,0.01,,0.0,0.01
17537,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),Konami,Neverland,PSP,2006,Action,,,0.01,,0.01
17538,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,D3 Publisher,Vingt-et-un Systems,DS,2007,Misc,,,0.01,,0.01
17539,SBK09 Superbike World Championship,Black Bean Games,Milestone,PS3,2009,Racing,,0.01,,0.0,0.01
17540,Ten Pin Alley 2,XS Games,Pronto Games,GBA,2004,Sports,0.01,0.0,,0.0,0.01
